k/beta,P(k/beta)
0.04973895958790062,0.008321596729361799
0.050084079898482126,0.008492554636689296
0.050431594871713586,0.008666975887643527
0.05078152112327673,0.008844928948933014
0.05113387538414326,0.009026483581854143
0.051488674501374926,0.00921171086469833
0.05184593543892913,0.009400683215484037
0.052205675278469754,0.0095934744150552
0.05256791122018422,0.009790159630244637
0.052932660583605615,0.009990815437875207
0.05329994080844088,0.010195519848540635
0.05366976945540476,0.010404352330996647
0.05404216420705915,0.010617393836817724
0.0544171428686589,0.010834726825363131
0.05479472336900287,0.011056435289077621
0.05517492376129126,0.01128260477911422
0.055557762223988776,0.01151332243128897
0.05594325706169378,0.011748676992345093
0.05633142670601355,0.011988758846561219
0.05672228971644543,0.012233660042671107
0.05711586478126432,0.01248347432111735
0.057512170718416133,0.012738297141622884
0.05791122647641758,0.012998225711088586
0.058313051135262216,0.013263359011812824
0.05871766390733255,0.013533797830030938
0.05912508413831878,0.013809644784774788
0.0595353313081437,0.01409100435704938
0.05994842503189409,0.014377982919323665
0.06036438506075867,0.014670688765334733
0.0607832312829723,0.01496923214020178
0.061204983724766994,0.01527372527084633
0.06162966255132942,0.01558428239671528
0.062057288067765004,0.015901019800804404
0.06248788072006891,0.016224055840975835
0.06292146109610344,0.016553510981566828
0.0633580499265825,0.01688950782528426
0.06379766808606283,0.017232171145379168
0.0642403365939419,0.017581627918095005
0.06468607661546327,0.017938007355386462
0.06513490946272803,0.01830144093789731
0.06558685659571432,0.018672062448194884
0.06604193962330306,0.019050008004249386
0.06650018030431118,0.019435416093153225
0.06696160054853222,0.01982842760507191
0.06742622241778343,0.020229185867410474
0.0678940681269611,0.02063783667919651
0.06836516004510239,0.021054528345648017
0.06883952069645496,0.021479411712997203
0.06931717276155408,0.02191264020336094
0.0697981390783066,0.022354369849906335
0.07028244264308349,0.02280475933210514
0.0707701066118189,0.0232639700111514
0.07126115430111746,0.023732165965475387
0.07175560918936928,0.024209514026398225
0.07225349491787214,0.024696183813864417
0.07275483529196229,0.025192347772256898
0.0732596542821523,0.025698181206267073
0.07376797602527731,0.026213862316815578
0.07427982482564918,0.02673957223698938
0.07479522515621821,0.027275495067980993
0.07531420165974372,0.02782181791501451
0.0758367791499719,0.028378730923229338
0.07636298261282241,0.028946427313499425
0.07689283720758314,0.029525103418172778
0.0774263682681127,0.030114958716691866
0.07796360130405233,0.030716195871083776
0.07850456200204509,0.03132902076128257
0.0790492762269642,0.03195364252026254
0.07959777002314986,0.03259027356895015
0.08015006961565405,0.03323912965088468
0.08070620141149504,0.0339004298665966
0.08126619200091946,0.03457439670767189
0.0818300681586739,0.0352612560904662
0.0823978568452852,0.035961237389435394
0.08296958520834907,0.03667457347004597
0.08354528058382867,0.037401500721227755
0.08412497049736119,0.03814225908732625
0.08470868266557402,0.03889709209954302
0.08529644499741025,0.03966624690667441
0.0858882855954625,0.040449974305471904
0.08648423275731722,0.04124852877008351
0.08708431497690725,0.042062168480908595
0.08768856094587427,0.04289115535266327
0.08829699955494091,0.04373575506162537
0.08890965989529158,0.04459623707202228
0.08952657125996397,0.0454728746615271
0.09014776314524918,0.04636594494568376
0.09077326525210223,0.04727572890146422
0.09140310748756232,0.0482025113895527
0.09203731996618221,0.04914658117575545
0.09267593301146879,0.05010823095084005
0.0933189771573324,0.05108775734930613
0.0939664831495469,0.052085460966864984
0.09461848194722002,0.053101646376464744
0.0952750047242729,0.05413662214288191
0.09593608287093142,0.05519070083553509
0.09660174799522646,0.05626419904000928
0.09727203192450537,0.05735743736764003
0.09794696670695395,0.05847074046351557
0.0986265846131282,0.059604437012478875
0.09931091813749796,0.06075885974330076
0.1,0.06193434543068005
0.10069386314760276,0.0631312348954077
0.10139254075588153,0.06434987300210687
0.10209606623060465,0.06559060865479537
0.10280447320933092,0.06685379479005996
0.10351779556301763,0.06813978836778602
0.10423606739764017,0.06944895035929302
0.10495932305582277,0.07078164573285026
0.1056875971184804,0.07213824343639956
0.10642092440647241,0.07351911637744764
0.10715933998226711,0.07492464139996691
0.10790287915161842,0.07635519925823941
0.10865157746525383,0.07781117458751563
0.10940547072057424,0.07929295587137324
0.11016459496336564,0.08080093540568221
0.11092898648952228,0.0823355092590341
0.11169868184678232,0.08389707722954172
0.1124737178364752,0.08548604279787878
0.11325413151528115,0.08710281307642685
0.11403996019700324,0.08874779875446392
0.11483124145435111,0.0904214140391263
0.1156280131207376,0.09212407659223668
0.11643031329208768,0.09385620746265512
0.11723818032865986,0.09561823101415502
0.11805165285688049,0.09741057484863438
0.11887076977119033,0.09923366972455264
0.11969557023590434,0.10108794947044236
0.12052609368708427,0.10297385089336754
0.12136237983442405,0.1048918136821818
0.12220446866314881,0.10684228030546286
0.12305240043592616,0.10882569590395622
0.12390621569479163,0.11084250817740463
0.12476595526308698,0.11289316726562507
0.12563166024741207,0.11497812562366908
0.1265033720395903,0.11709783789092748
0.12738113231864784,0.11925276075406026
0.12826498305280606,0.12144335280355903
0.1291549665014884,0.12367007438383551
0.1300511252173409,0.12593338743667315
0.1309535020482667,0.1282337553378956
0.13186214013947484,0.13057164272710967
0.13277708293554297,0.13294751533037766
0.13369837418249467,0.13536183977566718
0.13462605792989105,0.13781508340095006
0.1355601785329368,0.14030771405478598
0.1365007806546014,0.14284019988926738
0.13744790926775374,0.14541300914517993
0.13840160965731316,0.1480266099292334
0.13936192742241427,0.1506814699832379
0.14032890847858726,0.15337805644509164
0.14130259905995338,0.15611683560142003
0.14228304572143527,0.15889827263180376
0.1432702953409831,0.1617228313443919
0.1442643951218158,0.16459097390283617
0.14526539259467805,0.1675031605444047
0.146273335620113,0.1704598492891642
0.14728827239075026,0.1734614956401331
0.14831025143361043,0.1765085522742837
0.14933932161242525,0.17960146872432267
0.15037553212997376,0.18274069105112073
0.1514189325304352,0.1859266615067462
0.15246957270175737,0.1891598181879866
0.15352750287804226,0.19244059468031507
0.15459277364194776,0.1957694196922204
0.15566543592710613,0.1991467166798406
0.1567455410205595,0.20257290346188295
0.15783314056521172,0.20604839182474105
0.1589282865622978,0.2095735871178071
0.1600310313738701,0.21314888783897654
0.1611414277253019,0.21677468521030574
0.16225952870780871,0.2204513627438287
0.16338538778098613,0.2241792957975503
0.16451905877536624,0.22795885112165712
0.16566059589499144,0.23179038639493973
0.1668100537200059,0.23567424975152695
0.16796748720926533,0.23961077929795171
0.1691329517029648,0.24360030262065568
0.17030650292528443,0.24764313628401918
0.171488196987054,0.25173958531899676
0.1726780903884356,0.25588994270252796
0.17387624002162505,0.2600944888278205
0.1750827031735724,0.2643534909656877
0.17629753752872057,0.2686672027171126
0.1775208011717635,0.2730358634571953
0.17875255259042355,0.27745969777076773
0.17999285067824763,0.2819389148797744
0.18124175473742368,0.2864737080628918
0.18249932448161524,0.29106425406738495
0.18376562003881713,0.295710712513661
0.18504070195423022,0.30041322529282816
0.18632463119315598,0.30517191595761656
0.18761746914391206,0.3099868891066017
0.18891927762076663,0.3148582297630918
0.19023011886689448,0.3197860027478488
0.1915500555573528,0.3247702520469782
0.19287915080207776,0.32981100017509674
0.19421746814890253,0.3349082475341938
0.19556507158659492,0.3400619717688672
0.19692202554791724,0.3452721271183104
0.19828839491270714,0.35053864376563976
0.19966424501097935,0.35586142718516034
0.2010496416260498,0.36124035748815436
0.2024446509976804,0.3666752887678137
0.2038493398252463,0.3721660484439544
0.2052637752709252,0.37771243660822595
0.2066880249629082,0.38331422537046245
0.20812215699863382,0.3889711582069988
0.2095662399480433,0.3946829493115816
0.21102034285685956,0.40044928294977183
0.21248453524988828,0.4062698128175925
0.21395888713434216,0.41214416140522386
0.21544346900318834,0.418071919366724
0.21693835183851842,0.42405264489648736
0.21844360711494273,0.4300858631135126
0.2199593068030075,0.4361710654543131
0.22148552337263594,0.44230770907545713
0.22302232979659375,0.4484952162667304
0.2245697995539774,0.454732973875916
0.22612800663372784,0.46102033274617654
0.227697025538168,0.4673566071671758
0.22927693128656498,0.4737410743408966
0.23086779941871685,0.48017297386333796
0.23246970599856479,0.4866515072230649
0.2340827276178293,0.49317583731810055
0.23570694139967277,0.4997450879913366
0.23734242500238675,0.5063583435871585
0.2389892566231049,0.5130146485289292
0.2406475150015424,0.5197130069193656
0.24231727942375994,0.5264523821647569
0.243998629725955,0.533231696624226
0.24569164629827914,0.5400498312851891
0.2473964100886813,0.5469056254662876
0.24911300260677885,0.5537978765489457
0.250841505927754,0.5607253397387626
0.25258200269627845,0.5676867278579383
0.25433457613046495,0.5746807111699689
0.2560993100258458,0.5817059172377163
0.25787628875938007,0.5887609308161295
0.2596655972934871,0.5958442937806938
0.26146732118010924,0.6029545050928603
0.2632815465648021,0.6100900208035215
0.26510836019085376,0.6172492540956526
0.2669478494034321,0.6244305753672955
0.2688001021537606,0.6316323123558591
0.27066520700332414,0.6388527503048453
0.2725432531281029,0.6460901321740035
0.2744343303228364,0.6533426588938835
0.27633852900531697,0.6606084896657641
0.2782559402207124,0.6678857423078399
0.28018665564591955,0.6751724936484608
0.28213076759394723,0.6824667799675331
0.2840883690183303,0.6897665974863688
0.28605955351757417,0.6970699029071791
0.28804441533962966,0.7043746140026078
0.2900430493863992,0.7116786102559958
0.29205555121827464,0.7189797335529241
0.29408201705870624,0.7262757889245031
0.29612254379880343,0.7335645453428514
0.2981772290019672,0.7408437365691174
0.30024617090855493,0.7481110620542861
0.3023294684405778,0.7553641878930144
0.3044272212064303,0.7626007478306291
0.30653952950565266,0.7698183443232988
0.3086664943337273,0.777014549651358
0.3108082173869064,0.7841869070856979
0.3129648010670752,0.7913329321069755
0.31513634848664795,0.7984501136773641
0.31732296347349764,0.8055359155644822
0.31952475057592117,0.8125877777169702
0.32174181506763716,0.8196031176911996
0.3239742629528197,0.8265793321284317
0.326222200971167,0.8335137982816094
0.32848573660300434,0.8404038755910188
0.33076497807442407,0.8472469073077571
0.33306003436245885,0.854040222164005
0.33537101520029305,0.8607811360889764
0.3376980310825091,0.8674669539691325
0.34004119327037063,0.8740949714514769
0.3424006137971424,0.8806624767883905
0.3447764054734464,0.8871667527224102
0.34716868189265615,0.8936050784093459
0.3495775574363275,0.8999747313779417
0.3520031472796679,0.9062729895242452
0.35444556739704336,0.9124971331387165
0.356904934567523,0.9186444469640459
0.35938136638046275,0.9247122222815378
0.36187498124112805,0.9306977590237905
0.36438589837635443,0.9365983679114754
0.36691423784024924,0.9424113726116731
0.36946012051993027,0.9481341119153517
0.3720236681413068,0.9537639419315356
0.3746050032748993,0.9592982382952785
0.37720424934169977,0.9647343983870534
0.3798215306190734,0.9700698435605345
0.3824569722466999,0.9753020213760712
0.38511070023255706,0.980428407836991
0.38778284145894576,0.9854465096257157
0.390473523688556,0.9903538663367171
0.3931828755705768,0.9951480527034455
0.39591102664684585,0.9998266808158622
0.3986581073580441,1.0043874023258321
0.4014242490499322,1.008827910637004
0.4042095839796308,1.013145943076196
0.4070142453219437,1.0173392830430437
0.40983836717572614,1.021405762129465
0.41268208457029537,1.0253432622434016
0.41554553347188755,1.0291497176206788
0.41842885079015824,1.0328231169103046
0.4213321743847287,1.0363615051415829
0.4242556430717777,1.039762985683119
0.4271993966306779,1.0430257221529404
0.4301635758106795,1.0461479402820224
0.43314832233764006,1.0491279297285159
0.4361537789208004,1.0519640458393904
0.4391800892596086,1.0546547113569655
0.4422273980505899,1.0571984180674954
0.44529585099426555,1.0595937283888852
0.44838559480211887,1.0618392768951845
0.45149677720361,1.0639337717752
0.4546295469532399,1.0658759962227253
0.45778405383766185,1.0676648097561499
0.46096044868284336,1.0692991494651476
0.464158883361278,1.0707780311822999
0.4673795107992461,1.0721005505775767
0.4706224849841282,1.0732658841739477
0.47388796097176533,1.074273290282222
0.4771760948938746,1.07512210985335
0.48048704396551317,1.0758117672469771
0.4838209664925955,1.0763417709145493
0.4871780218794631,1.0767117139959328
0.4905583706365048,1.0769212748284458
0.4939621743878321,1.0769702173671332
0.4973895958790065,1.0768583915158483
0.500840798984821,1.0765857333681528
0.5043159487171359,1.0761522653576971
0.5078152112327673,1.0755580963177533
0.5113387538414326,1.0748034214496387
0.5148867450137495,1.0738885221999896
0.518459354389291,1.0728137660471646
0.5220567527846975,1.071579606196812
0.5256791122018422,1.070186581187304
0.5293266058360562,1.0686353144052372
0.532999408084409,1.0669265135122816
0.5366976945540476,1.0650609697837667
0.5404216420705915,1.0630395573603595
0.5441714286865891,1.0608632324137695
0.5479472336900287,1.0585330322282072
0.5517492376129126,1.0560500741985706
0.5555776222398878,1.0534155547473198
0.5594325706169377,1.0506307481616557
0.5633142670601354,1.0476970053529184
0.5672228971644544,1.0446157525401656
0.5711586478126432,1.0413884898600347
0.5751217071841613,1.0380167899051282
0.5791122647641759,1.0345022961933563
0.5831305113526222,1.030846721570445
0.5871766390733255,1.027051846548531
0.5912508413831878,1.0231195175828982
0.595353313081437,1.0190516452904275
0.5994842503189409,1.0148502026115298
0.6036438506075867,1.010517222919339
0.6078323128297229,1.0060547980785075
0.6120498372476699,1.001465076457046
0.6162966255132942,0.9967502608937944
0.62057288067765,0.99191260662507
0.6248788072006891,0.9869544191733953
0.6292146109610344,0.9818780522013211
0.633580499265825,0.9766859053341092
0.6379766808606282,0.9713804219538303
0.642403365939419,0.9659640869685244
0.6468607661546324,0.9604394245594228
0.6513490946272803,0.9548089959098707
0.6558685659571432,0.949075396918456
0.6604193962330305,0.943241255900367
0.6650018030431118,0.9373092312796697
0.6696160054853219,0.9312820092757764
0.6742622241778342,0.9251623015871407
0.6789406812696109,0.9189528430755605
0.6836516004510238,0.912656389454053
0.6883952069645496,0.9062757149810049
0.6931717276155404,0.8998136101637801
0.697981390783066,0.8932728794748013
0.7028244264308349,0.8866563390824473
0.707701066118189,0.8799668146004759
0.7126115430111746,0.8732071388572691
0.7175560918936925,0.8663801496886974
0.7225349491787214,0.8594886877565285
0.7275483529196228,0.8525355943949338
0.732596542821523,0.8455237094876473
0.7376797602527735,0.8384558693774927
0.7427982482564914,0.8313349048112761
0.7479522515621821,0.8241636389208022
0.7531420165974372,0.8169448852438329
0.7583677914997191,0.809681445785119
0.7636298261282246,0.802376109119975
0.768928372075831,0.7950316485423532
0.774263682681127,0.7876508202585193
0.7796360130405233,0.7802363616277512
0.785045620020451,0.7727909894519809
0.7904927622696425,0.7653173983147746
0.7959777002314982,0.7578182589714302
0.8015006961565405,0.7502962167912434
0.8070620141149504,0.7427538902521612
0.8126619200091946,0.7351938694895823
0.8183006815867394,0.727618714899117
0.8239785684528516,0.7200309557951735
0.8296958520834906,0.7124330891240556
0.8354528058382867,0.7048275782336311
0.8412497049736118,0.6972168516994133
0.8470868266557406,0.6896033022067539
0.8529644499741021,0.6819892854900227
0.858882855954625,0.67437711932825
0.8648423275731723,0.6667690825974696
0.8708431497690724,0.6591674143797301
0.876885609458743,0.6515743131283557
0.8829699955494087,0.6439919358890074
0.8890965989529158,0.636422397576663
0.8952657125996396,0.6288677703077581
0.9014776314524917,0.62133008278689
0.9077326525210229,0.6138113197475906
0.9140310748756227,0.6063134214470032
0.9203731996618221,0.5988382832122765
0.9267593301146878,0.5913877550403953
0.9331897715733238,0.5839636412475645
0.9396648314954695,0.576567700170384
0.9461848194721997,0.5692016439149434
0.952750047242729,0.5618671381552948
0.9593608287093142,0.5545658019788184
0.9660174799522646,0.5472992077779901
0.9727203192450542,0.5400688811870284
0.9794696670695395,0.5328763010632447
0.9862658461312821,0.5257228995105281
0.9931091813749796,0.5186100619452689
1.0,0.5115391272019248
1.0069386314760271,0.5045113876789086
1.0139254075588153,0.4975280895215678
1.0209606623060465,0.4905904328424272
1.0280447320933097,0.4836995719765227
1.0351779556301763,0.47685661577164773
1.042360673976401,0.4700626279104033
1.0495932305582276,0.46331862726469775
1.056875971184804,0.45662558828023114
1.0642092440647246,0.44998444138989
1.0715933998226712,0.44339607345480425
1.0790287915161836,0.43686132823170265
1.0865157746525385,0.43038100686576464
1.0940547072057425,0.42395586840639254
1.101645949633657,0.41758663034651844
1.1092898648952227,0.4112739691820424
1.1169868184678227,0.4050185209920566
1.124737178364752,0.3988208820378476
1.1325413151528114,0.39268160937830654
1.140399601970033,0.3866012215030117
1.148312414543511,0.3805801989795804
1.1562801312073754,0.3746189851151064
1.1643031329208768,0.3687179866304795
1.1723818032865985,0.362877574346416
1.1805165285688055,0.35709808387960174
1.1887076977119033,0.35137981634908955
1.1969557023590427,0.34572303909013635
1.2052609368708427,0.34012798637631725
1.2136237983442406,0.3345948601475768
1.2220446866314887,0.3291238307437831
1.2305240043592616,0.32371503764263365
1.2390621569479157,0.31836859020155783
1.2476595526308698,0.31308456840149773
1.2563166024741201,0.30786302359324585
1.265033720395904,0.3027039792441345
1.2738113231864785,0.2976074316851698
1.2826498305280598,0.2925733508574671
1.291549665014884,0.2876016810565008
1.3005112521734086,0.2826923416760558
1.3095350204826677,0.27784522794698835
1.3186214013947486,0.27306021167452293
1.3277708293554291,0.26833714197061453
1.3369837418249466,0.263675845981756
1.3462605792989097,0.25907612961168597
1.355601785329369,0.2545377782382053
1.3650078065460138,0.2500605574241037
1.3744790926775368,0.24564421361965383
1.3840160965731316,0.2412884748590855
1.393619274224142,0.2369930514481472
1.4032890847858732,0.23275763664334015
1.4130259905995337,0.22858190732263692
1.422830457214352,0.2244655246476076
1.432702953409831,0.22040813471728538
1.4426439512181572,0.21640936921243112
1.4526539259467812,0.21246884603181956
1.46273335620113,0.2085861699174795
1.4728827239075017,0.20476093306862905
1.4831025143361045,0.20099271574422228
1.4933932161242518,0.19728108685147827
1.5037553212997383,0.1936256045227178
1.514189325304352,0.19002581668033697
1.5246957270175745,0.1864812615923498
1.5352750287804227,0.1829914684206871
1.545927736419477,0.17955595776351457
1.556654359271062,0.176174242187665
1.567455410205595,0.17284582675233012
1.578331405652118,0.1695702095112955
1.589282865622978,0.16634688199672362
1.6003103137387,0.1631753296784849
1.6114142772530198,0.1600550324065725
1.622595287078087,0.1569854648480013
1.6338538778098621,0.15396609692561053
1.6451905877536626,0.15099639427121112
1.6566059589499136,0.14807581868386732
1.6681005372000592,0.14520382858024505
1.679674872092653,0.14237987940696462
1.6913295170296487,0.13960342400189485
1.7030650292528444,0.1368739128989489
1.714881969870539,0.13419079460406103
1.726780903884356,0.13155351588745212
1.7387624002162505,0.12896152213608802
1.750827031735725,0.12641425778106452
1.7629753752872057,0.12391116676758784
1.775208011717634,0.12145169298310587
1.7875255259042355,0.11903528056241619
1.7999285067824764,0.11666137402689891
1.8124175473742377,0.1143294183011343
1.8249932448161523,0.11203885874788444
1.8376562003881705,0.10978914137409879
1.8504070195423021,0.10757971329588267
1.8632463119315599,0.1054100233903319
1.8761746914391215,0.10327952291737885
1.8891927762076663,0.10118766583281591
1.9023011886689438,0.09913390865562999
1.9155005555735278,0.09711770999800917
1.9287915080207778,0.09513853013408635
1.9421746814890264,0.0931958310451817
1.955650715865949,0.09128907716537382
1.9692202554791716,0.08941773660023511
1.9828839491270713,0.08758128220082417
1.9966424501097935,0.08577919180911664
2.0104964162604992,0.0840109474104942
2.0244465099768036,0.08227603702573717
2.038493398252462,0.08057393671441249
